param yimag:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	:=
1	-5110.421	5000.000	0.000	0.000	0.000	0.000	0.000	7.454	8.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2	5000.000	-5022.018	22.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
3	0.000	22.018	-52.828	22.018	0.000	0.000	8.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
4	0.000	0.000	22.018	-44.037	22.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
5	0.000	0.000	0.000	22.018	-44.037	22.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
6	0.000	0.000	0.000	0.000	22.018	-22.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
7	0.000	0.000	8.791	0.000	0.000	0.000	-8.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
8	7.454	0.000	0.000	0.000	0.000	0.000	0.000	-7.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
9	8.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-79.214	31.445	0.000	0.000	38.919	0.000	0.000	0.000	0.000	
10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.445	-53.978	11.641	0.000	0.000	0.000	10.892	0.000	0.000	
11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.641	-23.282	11.641	0.000	0.000	0.000	0.000	0.000	
12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.641	-11.641	0.000	0.000	0.000	0.000	0.000	
13	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.919	0.000	0.000	0.000	-77.838	38.919	0.000	0.000	0.000	
14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.919	-38.919	0.000	0.000	0.000	
15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.892	0.000	0.000	0.000	0.000	-21.784	10.892	0.000	
16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.892	-10.892	0.000	
17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	;
