param yreal:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	:=
1	5184.492	-5000.000	0.000	0.000	0.000	0.000	0.000	-28.220	-132.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2	-5000.000	5073.394	-73.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
3	0.000	-73.394	190.745	-73.394	0.000	0.000	-43.956	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
4	0.000	0.000	-73.394	146.789	-73.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
5	0.000	0.000	0.000	-73.394	146.789	-73.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
6	0.000	0.000	0.000	0.000	-73.394	73.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
7	0.000	0.000	-43.956	0.000	0.000	0.000	43.956	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
8	-28.220	0.000	0.000	0.000	0.000	0.000	0.000	28.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
9	-132.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	250.650	-44.393	0.000	0.000	-73.514	0.000	0.000	0.000	0.000	
10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-44.393	128.670	-43.977	0.000	0.000	0.000	-40.300	0.000	0.000	
11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-43.977	87.955	-43.977	0.000	0.000	0.000	0.000	0.000	
12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-43.977	43.977	0.000	0.000	0.000	0.000	0.000	
13	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-73.514	0.000	0.000	0.000	147.027	-73.514	0.000	0.000	0.000	
14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-73.514	73.514	0.000	0.000	0.000	
15	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-40.300	0.000	0.000	0.000	0.000	80.599	-40.300	0.000	
16	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-40.300	40.300	0.000	
17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	;
