1	0.000
2	18.330
3	0.000
4	31.784
5	8.014
6	2.096
7	6.135
8	115.000
9	4.541
10	0.000
11	13.406
12	45.675
13	17.893
14	5.789
15	79.355
16	11.521	
17  0.0
