param zreal:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	:=
1	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
2	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
3	0.003	0.003	0.015	0.015	0.015	0.015	0.015	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
4	0.003	0.003	0.015	0.028	0.028	0.028	0.015	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
5	0.003	0.003	0.015	0.028	0.040	0.040	0.015	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
6	0.003	0.003	0.015	0.028	0.040	0.053	0.015	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
7	0.003	0.003	0.015	0.015	0.015	0.015	0.037	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
8	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.036	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.000	
9	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.000	
10	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.025	0.025	0.025	0.010	0.010	0.025	0.025	0.000	
11	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.025	0.046	0.046	0.010	0.010	0.025	0.025	0.000	
12	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.025	0.046	0.068	0.010	0.010	0.025	0.025	0.000	
13	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.010	0.010	0.010	0.021	0.021	0.010	0.010	0.000	
14	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.010	0.010	0.010	0.021	0.031	0.010	0.010	0.000	
15	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.025	0.025	0.025	0.010	0.010	0.048	0.048	0.000	
16	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.010	0.025	0.025	0.025	0.010	0.010	0.048	0.071	0.000	
17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	;
