1 	7	6 	30	4.37	85.06	75	1 	1	
2	6	3	30	2.84	255.18	75	1	1
3	4	0	15	10.63	0		0	0	0
4 	5	0	3	4.84	0		0	0	0
5	4	0	3.5	4.84	0		0	0	0
6	4	0	3.5	4.84	0		0	0	0
7	4	0	3.5	4.84	0		0	0	0
8	15	0	3.5	4.84	0		0	0	0
9	12	0	3.5	4.84	0		0	0	0
10	4	0	3.5	4.84	0		0	0	0
11	4	0	4	4.84	0		0	0	0
12	10	3	30	2.84	255.18	75	1	1
13 	7	6 	30	4.37	85.06	75	1 	1	
